시군구,행정동,정류장번호(ID),정류장명,상세위치,위도,경도,정류장설치유형,시내버스_경유노선번호,시외버스_경유노선번호,레드존여부,중앙차로여부,미세먼지 측정센서 설치여부,와이파이설치여부,안전비상벨설치여부,버스정보안내단말기(BIT) 유형,의자설치유형,바람막이설치여부,냉온풍기설치여부,공기청정기설치여부
성남시,시흥동,5001,판교제2테크노밸리,한국도로공사본사앞,37.411683 ,127.099350 ,쉘터형,"P9243(퇴근)(시내),5700A(시내),55(시내),P9242(퇴근)(시내),6900(시내),P9302(퇴근)(시내),101(시내),5600(시내),P9540(퇴근)(시내),9409(서울),P9241(퇴근)(시내),1009(시내),P9530(퇴근)(시내),5700B(시내),P9301(퇴근)(시내),310(시내),P9100(퇴근)(시내),3100(시내),누리2(시내),370(시내),1007-1(시내),315(시내),73-2(마을),66(마을),1007(시내),357(시내),382(시내)",해당없음,N,N,Y,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,시흥동,5002,판교제2테크노밸리,한국도로공사본사건너,37.411333 ,127.099733 ,쉘터형,"5600(시내),P9241(출근)(시내),P9243(출근)(시내),1009(시내),5700A(시내),101(시내),370(시내),P9530(출근)(시내),P9242(출근)(시내),P9301(출근)(시내),6900(시내),P9100(출근)(시내),P9540(출근)(시내),1007-1(시내),9409(서울),1007(시내),357(시내),5700B(시내),P9302(출근)(시내),66(마을)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,시흥동,5003,동산마을입구,시흥지하차도변 성남방면,37.422467 ,127.101233 ,지주형,"9800(시내),9409(서울),9400(시내)",해당없음,N,N,N,N,N,LED(3단6열),미설치,N,N,N
성남시,시흥동,5004,동산마을입구,시흥지하차도변 서울방면,37.422800 ,127.101400 ,쉘터형,"9400(시내),9800(시내)",해당없음,N,N,N,N,N,LED(3단6열),일반의자,N,N,N
성남시,고등동,5005,성남농협대왕지점.고등동우체국,고등동자치센터,37.428217 ,127.101650 ,쉘터형,"누리2(시내),1009(시내),6900(시내),342(시내),57(시내),5700A(시내),341(시내),1007(시내),9408(서울),5600(시내),66(마을),1007-1(시내),5700B(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,시흥동,5006,시흥사거리,남서울빌딩,37.420767 ,127.101917 ,쉘터형,"370(시내),101(시내),66(마을),87(마을),6900(시내),9409(서울),357(시내),1007(시내),1009(시내),5700B(시내),5700A(시내),5600(시내),231(시내),1007-1(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,고등동,5007,시흥사거리.고등공공주택지구,주민센터앞,37.424600 ,127.102033 ,쉘터형,"342(시내),5700A(시내),9408(서울),101(시내),1009(시내),341(시내),5700B(시내),57(시내),231(시내),6900(시내),5600(시내),누리2(시내),66(마을),1007(시내),357(시내),370(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,고등동,5008,고등동우체국.성남농협대왕지점,순대국앞,37.428333 ,127.102050 ,쉘터형,"341(시내),5600(시내),66(마을),1007-1(시내),1009(시내),5700A(시내),342(시내),9408(서울),누리2(시내),5700B(시내),1007(시내),57(시내),6900(시내)",해당없음,N,N,Y,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,시흥동,5009,시흥사거리,푸주옥건너,37.421117 ,127.102317 ,쉘터형,"1007(시내),357(시내),66(마을),370(시내),6900(시내),231(시내),5700B(시내),1007-1(시내),5700A(시내),101(시내),5600(시내),87(마을),1009(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,고등동,5010,시흥사거리.고등공공주택지구,주민센터건너,37.424683 ,127.102467 ,쉘터형,"5600(시내),5700A(시내),1009(시내),342(시내),6900(시내),57(시내),누리2(시내),341(시내),9408(서울),1007(시내),5700B(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,고등동,5011,등자리,등자리입구,37.434183 ,127.103183 ,쉘터형,"357(시내),57(시내),5700A(시내),5700B(시내),1007-1(시내),1009(시내),5600(시내),101(시내),6900(시내),231(시내),1007(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,신촌동,5012,공군아파트,공군A앞,37.445767 ,127.103600 ,쉘터형,"5600(시내),1007-1(시내),357(시내),5700B(시내),1007(시내),5700A(시내),231(시내),6900(시내),1009(시내),101(시내),9408(서울),57(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,고등동,5013,등자리,등자리입구건너,37.435267 ,127.103783 ,쉘터형,"1007-1(시내),1009(시내),5600(시내),101(시내),57(시내),5700B(시내),1007(시내),357(시내),6900(시내),9408(서울),231(시내),5700A(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,신촌동,5014,공군아파트,공군A건너,37.446583 ,127.104333 ,쉘터형,"357(시내),5700B(시내),6900(시내),5600(시내),5700A(시내),1007(시내),9408(서울),101(시내),231(시내),57(시내),1009(시내),1007-1(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,시흥동,5015,시흥동농협창고,농협창고앞,37.422133 ,127.105033 ,쉘터형,"9400(시내),9800(시내),87(마을),누리2(시내),57(시내),9408(서울),342(시내),341(시내)",해당없음,N,N,N,Y,N,LED(5단16열),일반의자,N,N,N
성남시,신촌동,5016,효성고등학교,효성중고교앞,37.449017 ,127.105017 ,쉘터형,"5600(시내),5700B(시내),231(시내),9408(서울),6900(시내),101(시내),5700A(시내),1009(시내),1007-1(시내),1007(시내),57(시내),357(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,신촌동,5017,효성고등학교,효성중고교건너,37.449800 ,127.105750 ,쉘터형,"9408(서울),357(시내),231(시내),5600(시내),101(시내),57(시내),1007(시내),5700A(시내),6900(시내),5700B(시내),1007-1(시내),1009(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,시흥동,5018,시흥동농협창고,비닐하우스앞,37.422583 ,127.105917 ,쉘터형,"341(시내),9400(시내),342(시내),9408(서울),9800(시내),누리2(시내),57(시내)",해당없음,N,N,N,N,N,LED(3단6열),일반의자,N,N,N
성남시,신촌동,5019,오야동.신촌동행정복지센터,주민센터앞,37.454400 ,127.106533 ,쉘터형,"231(시내),57(시내),5700B(시내),357(시내),101(시내),9408(서울),6900(시내),1007-1(시내),1009(시내),5700A(시내),5600(시내),1007(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),온열의자,N,N,N
성남시,신촌동,5020,오야동.신촌동행정복지센터,주민센터건너,37.455283 ,127.107117 ,쉘터형,"9408(서울),1009(시내),231(시내),57(시내),5700B(시내),1007(시내),5700A(시내),6900(시내),101(시내),357(시내),1007-1(시내),5600(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,신촌동,5021,신촌동앞,럭키모노륨,37.459217 ,127.107267 ,쉘터형,"5700B(시내),1007(시내),1009(시내),5700A(시내),101(시내),6900(시내),9408(서울),5600(시내),57(시내),231(시내),357(시내)",해당없음,N,N,Y,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,신촌동,5022,신촌동앞,건너 / 서울향,37.459817 ,127.107767 ,쉘터형,"5700A(시내),6900(시내),357(시내),231(시내),101(시내),9408(서울),57(시내),1007(시내),1009(시내),5600(시내),5700B(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,시흥동,5023,여수대교,샘골해장국,37.421833 ,127.115800 ,쉘터형,"누리2(시내),57(시내)",해당없음,N,N,N,N,N,LED(4단12열),일반의자,N,N,N
성남시,시흥동,5024,여수대교,서울화훼종묘건너,37.422367 ,127.115783 ,쉘터형,"누리2(시내),9408(서울),57(시내)",해당없음,N,N,N,N,N,미설치,일반의자,N,N,N
성남시,복정동,5025,동서울대학교,동서울대학건너,37.460433 ,127.125600 ,쉘터형,"119(시내),303(서울),4425(서울),30(시내),9403(서울),452(서울),302(서울),500-2(시내),357(시내),500-1A(시내),1117(시내),100(시내),32(시내),500-1(시내),500-2N(시내),100출(시내)",해당없음,N,N,N,Y,N,LED(5단16열),온열의자,N,N,N
성남시,복정동,5026,복정동행정복지센터,주민센터건너,37.466100 ,127.126083 ,쉘터형,"32(시내),302(서울),500-2(시내),500-1(시내),100출(시내),119(시내),303(서울),500-2N(시내),357(시내),500-1A(시내),452(서울),30(시내),100(시내),4425(서울),9403(서울),1117(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,복정동,5027,복정동행정복지센터,주민센터앞,37.466250 ,127.126617 ,쉘터형,"9403(서울),30(시내),500-1A(시내),500-2(시내),1117(시내),32(시내),100(시내),357(시내),500-2N(시내),100출(시내),119(시내),452(서울),302(서울),303(서울),4425(서울),500-1(시내)",해당없음,N,N,N,Y,N,LED(5단16열),일반의자,N,N,N
성남시,복정동,5028,복우물.웃말입구,복정파출소건너,37.454117 ,127.126233 ,쉘터형,"500-1(시내),119(시내),4425(서울),32(시내),100(시내),500-2N(시내),30(시내),302(서울),303(서울),100출(시내),1117(시내),452(서울),9403(서울),500-2(시내),500-1A(시내),357(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,태평1동,5029,수진리고개.태평고개,성남향,37.444333 ,127.126733 ,쉘터형,"357(시내),1117(시내),500-1A(시내),500-2(시내),9403(서울),500-1(시내),302(서울),500-2N(시내),303(서울),452(서울),30(시내),4425(서울),100출(시내),119(시내),32(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,태평1동,5030,가천대역.가천대학교,"가천대역1,2번출구사이",37.448933 ,127.126933 ,쉘터형,"500-1A(시내),100(시내),4425(서울),반디1(시내),1117(시내),500-2N(시내),500-2(시내),500-1(시내),반디1-1(시내),357(시내),30(시내),119(시내),100출(시내),32(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,복정동,5031,복우물.웃말입구,복정파출소앞,37.453317 ,127.126817 ,쉘터형,"32(시내),500-1A(시내),4425(서울),9403(서울),303(서울),302(서울),452(서울),100출(시내),1117(시내),500-1(시내),100(시내),357(시내),30(시내),500-2(시내),500-2N(시내),119(시내)",해당없음,N,N,N,Y,N,LED(5단16열),일반의자,N,N,N
성남시,태평1동,5032,수진리고개.태평고개,수진리고개 / 서울향,37.444667 ,127.127233 ,쉘터형,"30(시내),452(서울),303(서울),302(서울),500-2N(시내),500-1(시내),9403(서울),4425(서울),1117(시내),100출(시내),500-1A(시내),32(시내),100(시내),357(시내),500-2(시내),119(시내)",해당없음,N,N,N,N,N,LCD(가로형 32''),일반의자,N,N,N
성남시,태평1동,5033,성남수정경찰서,수정경찰서건너,37.441833 ,127.127650 ,쉘터형,"320(시내),반디1(시내),500-2N(시내),500-1(시내),315(시내),500-2(시내),반디1-1(시내),32-1(시내),78(마을),77(마을),32(시내),119(시내),9403(서울),303(서울),452(서울),4425(서울),302(서울),500-1A(시내),100출(시내),30(시내),1117(시내),357(시내)",해당없음,N,N,Y,Y,N,LED(5단16열),일반의자,N,N,N
성남시,태평1동,5034,태평고개,일흥쌀상회앞,37.444217 ,127.128117 ,지주형,"320(시내),100(시내),32-1(시내),315(시내)",해당없음,N,N,N,N,N,LED(3단6열),미설치,N,N,N
성남시,고등동,5035,성남고등공공주택지구.서편,호반써민아파트 건너편,37.427483 ,127.094233 ,쉘터형,"370(시내),231(시내),357(시내),66(마을),101(시내)",해당없음,N,N,N,Y,N,LED(5단16열),일반의자,N,N,N
성남시,수진2동,5036,모란고개,성남향 / 새마을금고,37.436567 ,127.128067 ,쉘터형,"315(시내),119(시내),200(시내),500-2N(시내),500-1(시내),1117(시내),50(시내),330(시내),320(시내),3-3(마을),76(마을),86(마을),9403(서울),30(시내),500-1A(시내),32(시내),220(시내),240(시내),500-2(시내),3-1(시내),32-1(시내)",해당없음,N,N,Y,Y,N,LED(5단16열),일반의자,N,N,N
성남시,수진2동,5037,모란고개,주민센터앞,37.437033 ,127.128533 ,쉘터형,"119(시내),32-1(시내),320(시내),50(시내),330(시내),3-1(시내),500-2N(시내),76(마을),3-3(마을),86(마을),500-1(시내),500-1A(시내),9403(서울),32(시내),500-2(시내),30(시내),220(시내),1117(시내),200(시내),240(시내),315(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,수진2동,5038,통계청.태평역,통계청건너,37.440067 ,127.129350 ,쉘터형,"330(시내),220(시내),86(마을),302(서울),303(서울),452(서울),4425(서울),240(시내),3-1(시내),50(시내),100출(시내),200(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,수진2동,5039,통계청.태평역,통계청 / 곽생로산부인과,37.440467 ,127.129767 ,쉘터형,"330(시내),200(시내),50(시내),452(서울),303(서울),240(시내),302(서울),4425(서울),220(시내),3-1(시내),100출(시내),32-1(시내),320(시내)",해당없음,N,N,Y,Y,N,LED(5단16열),일반의자,N,N,N
성남시,태평1동,5040,한국전력,한국전력건너,37.443933 ,127.130250 ,쉘터형,"86(마을),32-1(시내),88(마을),320(시내),9(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,태평1동,5041,중앙시장,중앙시장앞,37.441633 ,127.131600 ,지주형,"9(시내),88-1(마을),86(마을)",해당없음,N,N,N,Y,N,LED(3단6열)(양면),미설치,N,N,N
성남시,태평1동,5042,중앙시장,중앙시장건너,37.441450 ,127.131400 ,지주형,"9(시내),320(시내),86(마을),88(마을),32-1(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,태평3동,5043,태평3동행정복지센터.태평초교,태평초 입구,37.445583 ,127.132233 ,지주형,"100(시내),9(시내),315(시내),88(마을),86(마을)",해당없음,N,N,N,Y,N,LED(3단6열),미설치,N,N,N
성남시,수진1동,5044,수진동현대아파트,삼화페인트앞,37.439467 ,127.132333 ,지주형,"88(마을),9(시내)",해당없음,N,N,N,N,N,LCD(세로형 32''),미설치,N,N,N
성남시,수진1동,5045,성남소방서,소방서건너,37.436250 ,127.134067 ,쉘터형,"88-1(마을),9(시내)",해당없음,N,N,N,N,N,LED(3단6열),일반의자,N,N,N
성남시,수진1동,5046,중앙시장,중앙시장앞,37.441733 ,127.134033 ,쉘터형,"50(시내),3-1(시내),77(마을),78(마을),302(서울),452(서울),220(시내),100출(시내),4425(서울),303(서울),200(시내),330(시내),240(시내)",해당없음,N,N,N,Y,N,LED(5단16열),일반의자,N,N,N
성남시,수진1동,5047,성남소방서,소방서앞,37.436250 ,127.133833 ,지주형,"88(마을),9(시내)",해당없음,N,N,N,N,N,LCD(세로형 32''),미설치,N,N,N
성남시,수진1동,5048,중앙시장.농협,농협앞,37.441500 ,127.134250 ,쉘터형,"50(시내),220(시내),200(시내),4425(서울),452(서울),240(시내),303(서울),3-1(시내),330(시내),100출(시내)",해당없음,N,N,Y,Y,N,LED(5단16열)(양면),온열의자,N,N,N
성남시,태평2동,5049,태평오거리,세빈일레븐건너,37.446267 ,127.134600 ,지주형,"9(시내),315(시내),86(마을),88(마을)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,태평2동,5050,태평오거리,국민은행건너,37.445783 ,127.134350 ,지주형,"100(시내),77(마을)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,태평2동,5051,태평오거리,국민은행앞,37.445333 ,127.134750 ,지주형,100(시내),해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,수진1동,5052,수성교.소방서,황금리치빌앞,37.435267 ,127.134933 ,쉘터형,"52(시내),88-1(마을),9(시내),57(시내),51(시내),17-1(시내),342(시내),30(시내),340(시내),17-1A(시내),17(시내),331(시내)",해당없음,N,N,N,Y,N,LED(3단6열)(양면),일반의자,N,N,N
성남시,태평2동,5053,중앙파출소,파출소앞,37.443100 ,127.135617 ,지주형,"77(마을),100(시내)",해당없음,N,N,N,Y,N,LED(3단6열),미설치,N,N,N
성남시,태평2동,5054,중앙파출소,파출소앞,37.443133 ,127.135767 ,지주형,100(시내),해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,수진2동,5055,태평역(마을),국민은행건너,37.439783 ,127.127383 ,지주형,3-3(마을),해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,수진2동,5056,태평역(마을),국민은행앞,37.439483 ,127.127467 ,기타,3-3(마을),해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,태평2동,5057,태평2동행정복지센터,태평2동주민센터,37.447017 ,127.137600 ,지주형,"88-1(마을),9(시내),315(시내),86(마을),78(마을),77(마을)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,태평2동,5058,태평2동행정복지센터,태평2동주민센터건너,37.447133 ,127.137467 ,지주형,"86(마을),88(마을),315(시내),9(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,수진1동,5059,MD아파트,MD아파트앞,37.436517 ,127.138250 ,쉘터형,"88-1(마을),342(시내),51(시내),17-1(시내),57(시내),30(시내),17-1A(시내),340(시내),331(시내),52(시내),9(시내),17(시내)",해당없음,N,N,N,Y,N,LED(5단16열),일반의자,N,N,N
성남시,복정동,5060,위례자연앤래미안e편한세상.위례힐스테이트,국방전직교육원 건너,37.467117 ,127.144267 ,쉘터형,"9202(시내),9200(시내),100출(시내),315(시내),86(마을),3420(서울),343(서울),345(서울),231(시내),50(시내),반디1-1(시내)",5500위례-인.공(시외),N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,신흥1동,5061,성남시의료원.신흥1동행정복지센터,(구)시청건너,37.443283 ,127.140217 ,쉘터형,"100(시내),3-1(시내),240(시내),811(시내),330(시내),302(서울),4425(서울),200(시내),100출(시내),50(시내),220(시내),87(마을),452(서울),303(서울),10-2(마을)",해당없음,N,N,N,Y,N,LED(4단12열),온열의자,N,N,N
성남시,태평2동,5062,성남시의료원.신흥1동행정복지센터,외환은행,37.443500 ,127.140050 ,쉘터형,"10-2(마을),78(마을),87(마을),3-1(시내),810(시내),100출(시내),100(시내),50(시내),452(서울),4425(서울),303(서울),302(서울),200(시내),220(시내),240(시내),330(시내)",해당없음,N,N,N,Y,N,LED(4단12열),온열의자,N,N,N
성남시,태평2동,5063,성남시의료원정문,성남시의료원정문,37.444283 ,127.138883 ,지주형,"87(마을),3-4(마을),78(마을),10-2(마을),810(시내),811(시내)",해당없음,N,N,N,Y,N,LED(5단18열)(양면),미설치,N,N,N
성남시,태평4동,5064,태평4동행정복지센터.금빛초교,금빛초교건너,37.448133 ,127.140950 ,지주형,"9(시내),315(시내),88(마을),86(마을)",해당없음,N,N,N,Y,N,LED(3단6열),미설치,N,N,N
성남시,복정동,5065,남위례역.복정지구,올레KT,37.462667 ,127.141200 ,쉘터형,"50(시내),53(시내),452(서울),331(시내),200(시내),86(마을),60(시내)",해당없음,N,N,N,Y,N,LED(3단6열),일반의자,N,N,N
성남시,시흥동,5066,밸리마을,판교IC건너편,37.408300 ,127.093983 ,지주형,누리2(시내),해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,시흥동,5067,밸리마을,판교IC앞,37.408450 ,127.093933 ,지주형,누리2(시내),해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,신흥2동,5068,포레스티아서문,포레스티아서문앞,37.451383 ,127.147983 ,쉘터형,"220(시내),50(시내),88(마을),200(시내),330(시내),9(시내),88-1(마을)",해당없음,N,N,N,Y,N,LED(5단18열),일반의자,N,N,N
성남시,복정동,5069,위례동행정복지센터.위례보미리즌빌,아트리버푸르지오건너,37.471083 ,127.141633 ,쉘터형,"440(서울),3420(서울),333(서울),345(서울),60(시내),100출(시내),315(시내),50(시내),331(시내),9200(시내),86(마을)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,신흥1동,5070,수진역.성호시장.성일중고입구,건강보험공단성남북부지사,37.438567 ,127.142217 ,쉘터형,"333(시내),340(시내),17(시내),3-4(마을),331(시내),반디2(시내),57(시내),342(시내),52(시내),2007(시내),17-1(시내),17-1A(시내),811(시내),30(시내),51(시내)",해당없음,N,N,Y,Y,N,LED(5단16열),일반의자,N,N,N
성남시,신흥3동,5071,신흥시장.수정보건소,신흥시장앞,37.444383 ,127.143567 ,쉘터형,"200(시내),220(시내),330(시내),87(마을),50(시내)",해당없음,N,N,Y,Y,N,LED(5단16열),일반의자,N,N,N
성남시,신흥3동,5072,신흥시장.수정보건소.보훈회관,신흥시장건너 / 태평동,37.444883 ,127.143667 ,쉘터형,"330(시내),87(마을),220(시내),78(마을),50(시내),200(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,신흥2동,5073,태평제일교회,제일교회앞,37.447367 ,127.144100 ,쉘터형,"78(마을),88-1(마을),9(시내)",해당없음,N,N,Y,N,N,LED(3단6열),일반의자,N,N,N
성남시,신흥2동,5074,태평제일교회,태평제일교회건너,37.447600 ,127.144300 ,쉘터형,"9(시내),88(마을)",해당없음,N,N,N,Y,N,LED(3단6열),일반의자,N,N,N
성남시,복정동,5075,위례119안전센터.위례포레스트부영,명문가든앞,37.461200 ,127.144650 ,지주형,"452(서울),200(시내),50(시내),331(시내),53(시내),60(시내),86(마을)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,복정동,5076,위례119안전센터.위례포레스트부영,금양통상,37.460767 ,127.144633 ,쉘터형,"50(시내),331(시내),452(서울),60(시내),53(시내),200(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,복정동,5077,가천대,고속도로내,37.450650 ,127.126200 ,쉘터형,"8401(시내),G6009(시내),1650(시내),G2100(시내),8109(시내),8409(시내),1112(시내),3000(시내)","2806춘천-성남(시외),1310동서울-남대(시외),1312동서울-아산(시외),1309동서울-천안(시외),8153동서울-동아(시외),8143동서울-평택(시외),8153-1(시외),1801인천-동서울(시외),8147안산-동서울(시외)",N,N,N,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,신흥2동,5078,성남초교사거리,성남초교건너,37.447267 ,127.145567 ,쉘터형,"200(시내),88(마을),220(시내),330(시내),9(시내),88-1(마을),50(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,태평4동,5079,성남여자중학교,성남여중건너,37.449433 ,127.142217 ,쉘터형,"86(마을),315(시내)",해당없음,N,N,N,N,N,미설치,일반의자,N,N,N
성남시,태평2동,5080,성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원,한화생명앞,37.442717 ,127.137367 ,쉘터형,"4425(서울),452(서울),302(서울),330(시내),200(시내),50(시내),100출(시내),810(시내),3-1(시내),240(시내),220(시내),100(시내)",해당없음,N,N,Y,Y,N,LED(5단16열),일반의자,N,N,N
성남시,복정동,5081,래미안위례.위례고운초등학교앞,레미안위례아파트앞,37.470733 ,127.144533 ,쉘터형,"60(시내),3420(서울),9200(시내),50(시내),86(마을),100출(시내),331(시내),345(서울),343(서울),315(시내)",해당없음,N,N,N,Y,N,LED(4단12열),온열의자,N,N,N
성남시,복정동,5082,래미안위례.위례고운초등학교앞,레미안위례아파트건너,37.471033 ,127.143650 ,쉘터형,"3420(서울),345(서울),331(시내),50(시내),315(시내),86(마을),반디1-1(시내),343(서울),9200(시내),100출(시내),60(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,신흥3동,5083,신흥역.종합시장(광역),신흥역3번출구 / 카페별앞,37.440583 ,127.145933 ,쉘터형,"2007(시내),반디2(시내),333(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,복정동,5084,위례자이,위례자이 3310동 앞,37.470617 ,127.140450 ,쉘터형,86(마을),해당없음,N,N,N,N,N,미설치,일반의자,N,N,N
성남시,신흥2동,5086,수정구청.포레스티아서문,신흥동주공A건너,37.450083 ,127.146767 ,쉘터형,"220(시내),88-1(마을),88(마을),330(시내),200(시내),50(시내),9(시내)",해당없음,N,N,N,Y,N,LCD(가로형 32''),일반의자,N,N,N
성남시,복정동,5088,가천대,고속도로내,37.450967 ,127.125750 ,쉘터형,"1112(시내),8109(시내),8409(시내),G2100(시내),3000(시내),8401(시내),1650(시내),G6009(시내)","1309동서울-천안(시외),8147안산-동서울(시외),8143동서울-평택(시외),2806춘천-성남(시외),1801인천-동서울(시외),8153동서울-동아(시외),8153-1(시외),1312동서울-아산(시외),1310동서울-남대(시외)",N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,신흥2동,5089,희망대공원,두산아파트,37.444683 ,127.148567 ,쉘터형,"88(마을),87(마을)",해당없음,N,N,N,N,N,LCD(세로형 32''),일반의자,N,N,N
성남시,신흥2동,5090,셀레스빌아파트,농협앞,37.451800 ,127.148917 ,지주형,"330(시내),88-1(마을),88(마을),50(시내),9(시내),220(시내),200(시내)",해당없음,N,N,N,Y,N,LCD(세로형 32''),미설치,N,N,N
성남시,산성동,5091,산성역.포레스티아동문,신흥동주공A후문,37.454817 ,127.149617 ,쉘터형,"9(시내),60(시내),330(시내),100출(시내),50(시내),9-1(시내),88(마을),331(시내),342(시내),88-1(마을),52(시내),53(시내),200(시내)",해당없음,N,N,N,Y,N,LED(5단18열),일반의자,N,N,N
성남시,산성동,5092,산성역.포레스티아동문,신흥주공A건너 / 파리바게뜨,37.454733 ,127.150000 ,쉘터형,"330(시내),342(시내),50(시내),331(시내),200(시내),9-1(시내),53(시내),52(시내),88(마을),60(시내),9(시내),88-1(마을)",해당없음,N,N,Y,Y,N,LCD(세로형 32''),일반의자,N,N,N
성남시,산성동,5093,산성동행정복지센터,성남북초등학교앞,37.451800 ,127.150183 ,쉘터형,"52(시내),342(시내),220(시내),60(시내),331(시내)",해당없음,N,N,N,Y,N,LED(3단6열),일반의자,N,N,N
성남시,산성동,5094,산성동행정복지센터,우체국앞,37.451600 ,127.150117 ,지주형,"342(시내),220(시내),331(시내),52(시내),60(시내),100출(시내)",해당없음,N,N,N,Y,N,LED(4단12열),미설치,N,N,N
성남시,산성동,5096,하나로문구,하나로문구앞,37.456450 ,127.151000 ,기타,"330(시내),33-1(시내)",해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,신흥3동,5097,성남우체국,성남우체국앞,37.442167 ,127.150450 ,쉘터형,"342(시내),303(서울),452(서울),4425(서울),100(시내),240(시내),382(시내),3-1(시내),17-1A(시내),100출(시내),331(시내),52(시내),340(시내),57(시내),17-1(시내),17(시내),30(시내),810(시내),51(시내),33(시내)",해당없음,N,N,N,Y,N,LED(4단12열),일반의자,N,N,N
성남시,신흥2동,5098,청구아파트,청구아파트,37.443383 ,127.151083 ,쉘터형,"87(마을),88(마을)",해당없음,N,N,N,N,N,LCD(세로형 32''),일반의자,N,N,N
성남시,산성동,5099,하나로문구,하나로문구 건너,37.456650 ,127.151150 ,지주형,"330(시내),33-1(시내)",해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,산성동,5100,한국폴리텍대학,산성동종점,37.457733 ,127.152883 ,쉘터형,"330(시내),33-1(시내)",해당없음,N,N,N,N,N,미설치,일반의자,N,N,N
성남시,산성동,5101,한국폴리텍대학,산성동종점,37.457633 ,127.152967 ,기타,"33-1(시내),330(시내)",해당없음,N,N,N,N,N,미설치,미설치,N,N,N
성남시,단대동,5102,성남혜은학교.수정청소년수련관,우체국건너,37.449667 ,127.152817 ,지주형,"331(시내),342(시내),52(시내),100출(시내),60(시내),220(시내)",해당없음,N,N,N,N,N,LCD(세로형 32''),미설치,N,N,N
