2023,23080531020502,cp_bem_013,N/A
2023,23080510030703,cp_bem_014,N/A
2023,23080600010005,cp_bem_011,N/A
2023,23080780050206,cp_bem_007,7
2023,23080800010019,cp_bem_012,N/A
2023,23080880021402,cp_bem_009,5
2023,23080580010010,cp_bem_019,10
2023,23080580010016,cp_bem_017,13
2023,23080800010001,cp_bem_012,5
2023,23080840050003,cp_bem_013,N/A
2023,23080510040001,cp_bem_003,9
2023,23080541010502,cp_bem_014,N/A
2023,23080580010304,cp_bem_012,8
2023,23080510020002,cp_bem_007,31
2023,23080730020209,cp_bem_010,N/A
2023,23080790100003,cp_bem_010,27
2023,23080510030402,cp_bem_008,N/A
2023,23080740020002,cp_bem_008,42
2023,23080810020002,cp_bem_019,16
2023,23080580010023,cp_bem_006,23
2023,23080730010008,cp_bem_013,N/A
2023,23080860010402,cp_bem_016,N/A
2023,23080531030001,cp_bem_013,5
2023,23080650010309,cp_bem_006,N/A
2023,23080840050009,cp_bem_014,6
2023,23080640020015,cp_bem_003,191
2023,23080800010009,cp_bem_013,N/A
2023,23080880010604,cp_bem_016,5
2023,23080531020006,cp_bem_012,N/A
2023,23080620010001,cp_bem_006,157
2023,23080800012301,cp_bem_014,N/A
2023,23080510010002,cp_bem_018,N/A
2023,23080510060009,cp_bem_017,16
2023,23080531040801,cp_bem_009,N/A
2023,23080800010601,cp_bem_009,N/A
2023,23080880021901,cp_bem_010,N/A
2023,23080650010004,cp_bem_018,5
2023,23080800011801,cp_bem_014,N/A
2023,23080550010201,cp_bem_006,N/A
2023,23080730020210,cp_bem_016,N/A
2023,23080640020901,cp_bem_019,N/A
2023,23080550010107,cp_bem_018,10
2023,23080860010303,cp_bem_012,11
2023,23080740020205,cp_bem_013,N/A
2023,23080850020002,cp_bem_006,96
2023,23080790080101,cp_bem_016,N/A
2023,23080800010026,cp_bem_005,N/A
2023,23080510020015,cp_bem_019,N/A
2023,23080840030502,cp_bem_006,N/A
2023,23080850010402,cp_bem_012,N/A
2023,23080560010001,cp_bem_006,N/A
2023,23080580010025,cp_bem_018,7
2023,23080880021104,cp_bem_016,N/A
2023,23080590020002,cp_bem_009,73
2023,23080860010302,cp_bem_007,N/A
2023,23080800010201,cp_bem_007,N/A
2023,23080510020009,cp_bem_016,N/A
2023,23080510060008,cp_bem_014,N/A
2023,23080780050001,cp_bem_007,17
2023,23080580010018,cp_bem_019,5
2023,23080531020007,cp_bem_007,31
2023,23080650010001,cp_bem_015,25
2023,23080780060112,cp_bem_016,N/A
2023,23080790100304,cp_bem_009,N/A
2023,23080780040005,cp_bem_004,71
