2023,31023740020001,to_in_003,0.0
2023,31023750030002,to_in_003,0.0
2023,31023750030101,to_in_003,44542.8
2023,31023750030202,to_in_003,50747.8
2023,31023750030203,to_in_003,35122.7
2023,31023720020109,to_in_003,62775.8
2023,31023530040209,to_in_003,39741.7
2023,31023580050104,to_in_003,41643.0
2023,31023590020205,to_in_003,36784.7
2023,31023680011203,to_in_003,29473.1
2023,31023710010204,to_in_003,41493.9
2023,31023710010203,to_in_003,49762.0
2023,31023770030501,to_in_003,69317.3
2023,31023530040210,to_in_003,37081.9
2023,31023530040211,to_in_003,35262.7
2023,31023550010108,to_in_003,50038.9
2023,31023550010105,to_in_003,43161.7
2023,31023550010104,to_in_003,48743.5
2023,31023590040105,to_in_003,48613.9
2023,31023590040104,to_in_003,39029.4
2023,31023590040103,to_in_003,37028.7
2023,31023590040102,to_in_003,52871.4
2023,31023710010302,to_in_003,34720.8
2023,31023550010107,to_in_003,35447.0
2023,31023550020205,to_in_003,29203.0
2023,31023550020203,to_in_003,28203.7
2023,31023760010202,to_in_003,25603.9
2023,31023550020204,to_in_003,19471.4
2023,31023600020109,to_in_003,30919.7
2023,31023600020124,to_in_003,33645.8
2023,31023600020114,to_in_003,35679.2
2023,31023600020104,to_in_003,31066.4
2023,31023600020121,to_in_003,62704.3
2023,31023600020111,to_in_003,41218.1
2023,31023600020101,to_in_003,47854.4
2023,31023600020209,to_in_003,35648.4
2023,31023600020208,to_in_003,30768.8
2023,31023610010204,to_in_003,32432.2
2023,31023610010203,to_in_003,36328.2
2023,31023760010205,to_in_003,25310.6
2023,31023760010203,to_in_003,27616.5
2023,31023760010206,to_in_003,45480.9
2023,31023610010202,to_in_003,28980.7
2023,31023610010201,to_in_003,46481.0
2023,31023610010206,to_in_003,32496.1
2023,31023610020101,to_in_003,31327.7
2023,31023610020102,to_in_003,49415.6
2023,31023770030601,to_in_003,35438.5
2023,31023770050302,to_in_003,62676.0
2023,31023780010102,to_in_003,33512.9
2023,31023760030501,to_in_003,45418.0
2023,31023770060102,to_in_003,51651.7
2023,31023610020201,to_in_003,32306.7
2023,31023620020002,to_in_003,0.0
2023,31023620020108,to_in_003,45132.0
2023,31023640020104,to_in_003,27282.3
2023,31023640020101,to_in_003,37659.1
2023,31023640050102,to_in_003,48486.1
2023,31023670050102,to_in_003,57047.5
2023,31023710010303,to_in_003,36222.7
2023,31023710010301,to_in_003,45520.0
2023,31023770060101,to_in_003,40800.1
2023,31023770060103,to_in_003,48772.3
2023,31023520010108,to_in_003,48905.8
2023,31023540010106,to_in_003,43891.0
2023,31023560030206,to_in_003,35626.3
2023,31023670080104,to_in_003,56662.8
2023,31023710010103,to_in_003,55128.7
2023,31023510050202,to_in_003,29573.2
2023,31023510050203,to_in_003,43187.6
2023,31023510050302,to_in_003,42675.4
2023,31023510050303,to_in_003,27788.7
2023,31023510050301,to_in_003,37503.0
2023,31023510050304,to_in_003,39809.3
2023,31023510050305,to_in_003,57580.7
2023,31023510050402,to_in_003,32164.7
2023,31023510050403,to_in_003,32499.0
2023,31023510050104,to_in_003,31268.8
2023,31023510050401,to_in_003,29311.7
2023,31023510050404,to_in_003,37246.0
2023,31023520010004,to_in_003,0.0
2023,31023510050102,to_in_003,48233.6
2023,31023510010001,to_in_003,3353.8
2023,31023510010002,to_in_003,23732.3
2023,31023510040004,to_in_003,1039.3
2023,31023520010003,to_in_003,0.0
2023,31023520010005,to_in_003,0.0
2023,31023510020001,to_in_003,348.5
2023,31023510050103,to_in_003,39712.1
2023,31023510030001,to_in_003,18546.0
2023,31023510040005,to_in_003,35062.1
2023,31023510040014,to_in_003,41946.1
2023,31023510040601,to_in_003,36681.6
2023,31023510040013,to_in_003,5377.6
2023,31023510050101,to_in_003,34334.6
2023,31023510040003,to_in_003,8631.2
2023,31023510040012,to_in_003,33815.1
2023,31023510040002,to_in_003,38632.9
2023,31023510040009,to_in_003,35576.1
2023,31023510040011,to_in_003,10812.4
2023,31023510050001,to_in_003,0.0
2023,31023510040018,to_in_003,35511.9
2023,31023510050201,to_in_003,28314.0
2023,31023510050204,to_in_003,27232.6
2023,31023510040008,to_in_003,1048.5
2023,31023510040010,to_in_003,39265.0
2023,31023510040007,to_in_003,3183.3
2023,31023510040016,to_in_003,39280.9
2023,31023510040006,to_in_003,10147.6
2023,31023510040001,to_in_003,16932.1
2023,31023510040015,to_in_003,35091.8
2023,31023510040102,to_in_003,26072.5
2023,31023510040101,to_in_003,32128.9
2023,31023510040201,to_in_003,35570.2
2023,31023510040203,to_in_003,45977.9
2023,31023510040202,to_in_003,40777.2
2023,31023510040401,to_in_003,22684.4
2023,31023510040502,to_in_003,32529.0
2023,31023510040501,to_in_003,44102.7
2023,31023520010101,to_in_003,41909.8
2023,31023520010102,to_in_003,45246.0
2023,31023520010107,to_in_003,24623.5
2023,31023520010105,to_in_003,35072.9
2023,31023520010106,to_in_003,27325.1
2023,31023520010103,to_in_003,58289.7
2023,31023520010104,to_in_003,47954.5
2023,31023520010202,to_in_003,38375.7
2023,31023520010204,to_in_003,31949.7
2023,31023520010203,to_in_003,42783.9
2023,31023520010201,to_in_003,53932.0
2023,31023520010301,to_in_003,37081.2
