정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
계양경찰서,41185,6384,9743,6384,9743,,537
계양경찰서,41195,19557,5104,19400,5104,157,822
계양경찰서·계양구청,41194,4218,15863,4193,15863,25,669
계양구의회,41123,5641,4986,5632,4986,9,354
계양구의회,41124,5279,5546,5218,5546,61,360
계양구청,41177,4386,4408,4382,4408,4,293
계양구청,41180,7431,9656,7422,9656,9,569
계양구청,41188,4134,1872,4126,1872,8,200
계양구청,41197,11,2576,11,2576,,86
계양구청앞,41204,7819,4014,7752,4014,67,394
계양도서관,41251,5533,9526,5506,9526,27,501
계양문화회관,41248,1818,1152,1814,1152,4,99
계양문화회관,41255,2708,4465,2664,4465,44,239
계양산성박물관,41285,1090,1591,1084,1591,6,89
계양산성박물관,41286,793,1648,790,1648,3,81
계양산장미원 입구(계산동자연풀장),41186,839,927,839,927,,58
계양산장미원 입구(계산동자연풀장),41189,467,977,467,977,,48
계양산전통시장,41297,752,4412,740,4412,12,172
계양산전통시장,41298,4547,1383,4427,1383,120,197
계양산전통시장,41306,16535,16492,16447,16492,88,1100
계양산지구대,41281,844,1281,844,1281,,70
계양산지구대,41282,1143,1342,1134,1342,9,82
계양새마을금고,41094,1554,1254,1548,1254,6,93
계양새마을금고,41097,1395,2090,1371,2090,24,116
계양세무서,41054,1480,1024,1468,1024,12,83
계양세무서,41058,664,1267,662,1267,2,64
계양센트레빌1단지,41550,3998,4709,3972,4709,26,290
계양센트레빌1단지,41627,1091,483,1091,483,,52
계양센트레빌1단지,41628,135,797,135,797,,31
계양센트레빌1단지(111동앞),41551,5845,4448,5844,4448,1,343
계양센트레빌2단지,41625,375,891,375,891,,42
계양여성회관,41404,3564,4508,3529,4508,35,269
계양역,41357,173077,68129,172975,68129,102,8040
계양역,41358,61183,137411,61108,137411,75,6619
계양역(귤현역방면),41659,6812,297,6776,297,36,236
계양임광그대가아파트,41118,3552,274,3515,274,37,127
계양종합사회복지관,41120,534,1211,534,1211,,58
계양종합사회복지관,41121,1119,595,1113,595,6,57
계양중학교,41340,2457,956,2450,956,7,113
계양중학교,41341,1847,6267,1837,6267,10,270
계양체육관(벨로드롬경기장),41440,3780,1278,3776,1278,4,168
계양체육관(벨로드롬경기장),41666,283,1161,283,1161,,48
계양체육관(아시아드양궁장),41454,804,834,801,834,3,54
계양체육관(아시아드양궁장),41455,2304,969,2301,969,3,109
계양체육관(아시아드양궁장),41567,3146,884,3146,884,,134
계양체육관(아시아드양궁장),41568,1067,5510,1067,5510,,219
계양효성해링턴플레이스,41669,52,1598,48,1598,4,55
고구1리입구,90006,53,11,47,11,6,2
고구1리입구,90007,4,40,4,40,,1
고구2리마을회관입구,90014,9,92,8,92,1,3
고구2리마을회관입구,90015,94,5,88,5,6,3
고구저수지,90008,5,16,5,16,,0
고구저수지,90009,14,2,14,2,,0
고구촌,90012,,26,,26,,0
고구촌,90013,47,,44,,3,1
고능2리 종점,90372,7,9,7,9,,0
고능2리능촌마을회관,90371,,1,,1,,0
고능리공소,90208,100,102,95,102,5,6
고능리입구,43291,1,51,1,51,,1
고능리입구,43534,61,,58,,3,2
고다니마을9단지,80362,141,95,141,95,,7
고려산업,39486,671,1188,671,1188,,61
고려양행,39111,1255,1662,1255,1662,,97
고려저수지입구,43249,22,75,21,75,1,3
고려저수지입구,43486,46,20,41,20,5,2
고비고개정상,43569,10,3,10,3,,0
고비고개정상,43844,,24,,24,,0
고산마을입구,90016,,36,,36,,1
고산마을입구,90017,42,5,40,5,2,1
고산촌,43544,167,33,150,33,17,6
고산촌,43779,64,136,64,136,,6
고상골,43269,,45,,45,,1
고상골,43382,56,2,56,2,,1
고상골입구,43266,109,10,104,10,5,3
고상골입구,43552,9,79,7,79,2,2
고속터미널,31017,11387,280,11387,280,,388
고속터미널,31018,600,17739,600,17739,,611
고시기(가재골),43770,14,,12,,2,0
고시기(가재골),90126,,5,,5,,0
고염나무골,35473,19,187,19,187,,6
고염나무골,35474,251,17,247,17,4,8
고인돌입구,43550,2,31,2,31,,1
고인돌체육관앞,90045,126,449,123,449,3,19
고인돌체육관앞,90046,503,135,497,135,6,21
고잔고등학교,39691,252,2515,252,2515,,92
고잔마을,43284,49,,46,,3,1
고잔마을,43532,,31,,31,,1
고창마을.KCC,80328,329,244,328,244,1,19
고창촌,43076,44,82,44,82,,4
고창촌입구,43166,1,3,1,3,,0
고창촌입구,43345,,14,,14,,0
고천3리마을회관,43341,91,8,90,8,1,3
고천3리마을회관,43574,11,63,8,63,3,2
고천5리마을회관,90341,8,,8,,,0
고천5리마을회관,90345,,10,,10,,0
고천교,43339,30,46,30,46,,2
고천교,43849,63,13,55,13,8,2
고천당,90420,1,20,1,20,,0
고천당,90421,7,1,7,1,,0
고촌역,80061,3102,841,3102,841,,131
고촌역,80062,722,5735,722,5735,,215
고합아파트,70036,160,144,153,144,7,10
고향산천,43464,5,6,5,6,,0
고향산천,43610,13,6,9,6,4,0
곡촌,43427,7,31,6,31,1,1
곡촌,43457,69,11,60,11,9,2
곡촌,43789,60,30,54,30,6,3
곡촌,43816,2,74,2,74,,2
곤능,43197,2,75,2,75,,2
곤능,43319,64,2,63,2,1,2
골드클래스,42936,154,885,154,885,,34
공개마을,90195,22,3,20,3,2,0
공개마을,90196,2,21,2,21,,0
공구상가,36092,436,1820,434,1820,2,75
공구상가.간동입구,80021,1393,103,1390,103,3,49
공군8547부대앞,35718,51,60,51,60,,3
공군8547부대앞,35719,2,134,2,134,,4
공군회관,19255,131,4,131,4,,4
공군회관,20107,8,256,8,256,,8
공단공구상가,92048,,40,,40,,1
공단공원앞,42739,165,184,165,184,,11
공단공원앞,42740,283,78,283,78,,12
공단본부,42270,216,795,216,795,,33
공단본부,42756,2731,602,2731,602,,111
공단본부,42757,782,2620,781,2620,1,113
공단사거리,42995,2,787,2,787,,26
공단사거리,42996,1453,12,1453,12,,48
공단사거리,89069,12,444,12,444,,15
공단사거리,89070,316,564,316,564,,29
공단소방서,39062,1579,3835,1579,3835,,180
공단시장,37426,2489,5230,2486,5230,3,257
공단시장,37427,7545,2970,7539,2970,6,350
공단오거리,40565,1836,731,1834,731,2,85
공단오거리,40566,354,2717,354,2717,,102
공단유통상가,42940,11,1017,11,1017,,34
공단유통상가,42941,1012,25,1012,25,,34
공단자동차,42022,1783,1967,1772,1967,11,125
공단치안센터,37444,1635,904,1635,904,,84
공단치안센터,37445,366,1747,364,1747,2,70
공단회관,39119,1494,4063,1490,4063,4,185
공단회관,39123,3407,1177,3407,1177,,152
공덕오거리,14149,510,12,510,12,,17
공설운동장,43091,19,471,19,471,,16
공설운동장,43092,225,65,220,65,5,9
공수부대입구,92069,91,73,91,73,,5
공숙입구,43290,9,49,8,49,1,1
공숙입구,43490,33,67,32,67,1,3
공영산업,89148,11,832,11,832,,28
공작아파트,39479,1957,3374,1927,3374,30,177
공작아파트,39480,3073,5074,3070,5074,3,271
공장단지입구,42555,278,90,278,90,,12
공촌마을,42323,4333,3045,4326,3045,7,245
공촌마을,42598,2362,3753,2348,3753,14,203
공촌사거리,42324,18508,11586,18502,11586,6,1003
공촌사거리,42330,17227,17499,17209,17499,18,1157
공촌사거리,42331,882,630,881,630,1,50
공촌사거리(한국아파트),42322,4352,5193,4347,5193,5,318
공촌유수지체육공원,89478,188,1046,184,1046,4,41
공촌유수지체육공원,89479,305,168,305,168,,15
공촌정수장,42340,157,133,157,133,,9
공촌정수장,42341,86,335,86,335,,14
공항고등학교,35116,2832,738,2828,738,4,119
공항교회앞,35123,1881,2323,1880,2323,1,140
공항신도시(메디컬사거리),35258,845,1426,845,1426,,75
공항중학교,35117,1092,1440,1091,1440,1,84
공항초등학교,35087,115,399,115,399,,17
관곡마을,90104,1,18,1,18,,0
관곡마을,90105,20,,20,,,0
관광밸트입구,43875,,1,,1,,0
관교노인복지관·승학초등학교,37679,783,1069,774,1069,9,61
관교여자중학교,37226,9142,8612,9077,8612,65,591
관교여자중학교,37229,2471,2461,2444,2461,27,164
관교여자중학교,37231,3115,3130,3065,3130,50,208
관교중학교,37200,311,922,307,922,4,41
관교중학교(약수터),37202,4255,6593,4192,6593,63,361
관교중학교(약수터),37203,10129,6489,10026,6489,103,553
관리공단본부,42720,529,107,529,107,,21
관창마을,35252,1529,958,1529,958,,82
관창마을,35253,1590,2036,1590,2036,,120
광명아파트,37434,13273,6532,13270,6532,3,660
광명아파트,39348,7046,13457,7042,13457,4,683
광명아파트,39835,7,1017,2,1017,5,34
광명아파트,40590,2426,1011,2426,1011,,114
광명아파트,40817,7342,1707,7320,1707,22,301
광명아파트,41096,591,2184,590,2184,1,92
광명아파트,41098,2276,855,2250,855,26,104
광명아파트,41108,14536,20981,14531,20981,5,1183
광명아파트,41448,2499,8505,2492,8505,7,366
광명역IC출입(미정차),53042,2,,2,,,0
광명항,35708,28,,28,,,0
광명항,35714,867,748,866,748,1,53
광명항(샘꾸미),35730,41,,39,,2,1
광성보,43674,16,91,16,91,,3
광성오리,43128,6,1,6,1,,0
광성오리,43862,,18,,18,,0
광일아파트,40855,3557,1055,3551,1055,6,153
광일아파트,40874,1888,3541,1883,3541,5,180
교대역,31013,21004,19329,21004,19329,,1344
교대입구,41141,2010,2997,1970,2997,40,166
교대입구,41142,3590,1861,3551,1861,39,181
교대후문,41362,1131,356,1131,356,,49
교대후문,41363,310,2423,304,2423,6,91
교동중고후문,90024,4,107,1,107,3,3
교동중고후문,90025,128,7,125,7,3,4
교보생명,37357,28603,105732,28536,105732,67,4477
교산교회,43496,27,6,23,6,4,1
교산교회,43719,4,11,2,11,2,0
교산리입구,43694,38,46,36,46,2,2
교산리입구,43748,47,16,29,16,18,2
교산상회앞,43494,1,4,1,4,,0
교산상회앞,43715,2,4,2,4,,0
교육개발원입구,31005,802,17,802,17,,27
교육개발원입구,31006,49,820,49,820,,28
교육연수원,35482,994,628,990,628,4,54
교통방송사거리,37538,831,2532,828,2532,3,112
교통방송사거리,37539,878,836,878,836,,57
교통연수원,41191,737,2477,737,2477,,107
교통연수원,41192,2348,1426,2348,1426,,125
교회앞,43216,12,7,12,7,,0
교회앞,43309,14,18,11,18,3,1
교회앞,43430,13,18,12,18,1,1
교회앞,43818,18,24,17,24,1,1
교회앞,90338,2,16,2,16,,0
교회앞,90348,18,,16,,2,0
구검문소,43196,,99,,99,,3
구검문소,43622,157,1,153,1,4,5
구능재,90193,15,2,15,2,,0
구능재,90194,,18,,18,,0
구도일주유소,40902,84,1346,81,1346,3,47
구두물입구,35219,405,470,405,470,,29
구래리,80006,417,1600,416,1600,1,67
구래리,80007,1754,460,1753,460,1,73
구래역,80337,9280,19333,9264,19333,16,953
구래역,80338,21218,9616,21132,9616,86,1027
구렁목,43950,121,1,119,1,2,4
구렁목,43951,1,105,1,105,,3
구름다리,35735,3,130,3,130,,4
구름다리,35736,5,18,5,18,,0
구면사무소,43823,,1,,1,,0
구반포역.세화고등학교,31031,1058,32,1058,32,,36
구봉도입구,62035,40,304,40,304,,11
구봉도입구,62037,281,46,272,46,9,10
구북성초교,43506,10,16,10,16,,0
구북성초교,43656,4,8,4,8,,0
구산사거리,40233,603,434,599,434,4,34
구산사거리,40842,341,19734,329,19734,12,669
구산사거리,40843,3682,7451,3651,7451,31,371
구산중학교,40518,816,881,809,881,7,56
구선택초교,43239,3,,2,,1,0
구선택초교,43896,,4,,4,,0
구월1동행정복지센터,39967,928,3,928,3,,31
구월1동행정복지센터,39981,1,425,1,425,,14
구월2동행정복지센터,39586,3132,337,3130,337,2,115
구월2동행정복지센터,39607,278,2404,271,2404,7,89
구월도매전통시장,39192,21169,16264,21066,16264,103,1247
구월도매전통시장,39193,23389,32250,23350,32250,39,1854
구월동로데오거리,39195,4400,1053,4389,1053,11,181
구월동우체국,39211,3454,12130,3437,12130,17,519
구월동팬더아파트,39237,7904,7957,7880,7957,24,528
구월동팬더아파트,39238,9234,6644,9174,6644,60,529
구월서초등학교,39204,8255,6927,8223,6927,32,506
구월서초등학교,39205,5865,5669,5851,5669,14,384
구월아시아드1단지,39912,657,1,655,1,2,21
구월아시아드1단지,39913,,118,,118,,3
구월아시아드5단지정문,39883,2623,5673,2616,5673,7,276
구월아시아드5단지후문,39881,2456,4537,2453,4537,3,233
구월아시아드6단지,39885,25338,7900,25312,7900,26,1107
구월아시아드6단지,39886,7472,19132,7458,19132,14,886
구월아시아드7단지,39892,2657,4004,2656,4004,1,222
구월아시아드8단지,39891,5055,1708,5051,1708,4,225
구월아시아드8단지,39948,47,436,47,436,,16
구월아시아드8단지,39949,81,438,81,438,,17
구월아시아드선수촌아파트,39202,882,773,882,773,,55
구월아시아드선수촌아파트,39203,726,1848,722,1848,4,85
구월아시아드은빛호수공원,39914,9330,6381,9316,6381,14,523
구월아시아드은빛호수공원,39915,7026,5885,7012,5885,14,430
구월우체국,39213,8510,6932,8481,6932,29,514
구월중학교,39281,29068,19404,28911,19404,157,1615
구월중학교,39286,20012,29301,19870,29301,142,1643
구월체육공원,39384,3333,4948,3322,4948,11,276
구월초등학교,39832,1728,3666,1726,3666,2,179
구월초등학교,39833,3532,2154,3507,2154,25,189
구월한내들퍼스티지,39882,4490,1947,4488,1947,2,214
구장수파출소,39375,663,528,663,528,,39
구재이,43282,57,12,53,12,4,2
구재이,43551,3,10,3,10,,0
구정슈퍼앞,35498,8,71,7,71,1,2
구정슈퍼앞,35587,90,10,89,10,1,3
구정정미소,90284,1,8,1,8,,0
구정정미소,90306,8,,8,,,0
구중학교앞,44119,6,3,4,3,2,0
구중학교앞,44148,13,1,11,1,2,0
구하1리입구,43259,,35,,35,,1
구하1리입구,43562,125,,104,,21,4
구하2리마을회관,43254,67,,61,,6,2
구하2리마을회관,43256,75,,73,,2,2
구하2리마을회관,43373,1,71,1,71,,2
구하2리마을회관,43559,,51,,51,,1
국궁장앞,70151,27,162,26,162,1,6
국립생물자원관,89111,157,589,157,589,,24
국립생물자원관입구,42741,362,446,362,446,,26
국립인천공항검역소,35430,22,219,19,219,3,8
국립인천공항검역소,35431,32,77,32,77,,3
국민건강보험 인천부평지사,40620,1208,4267,1201,4267,7,182
국민건강보험 인천부평지사,40621,3650,1544,3632,1544,18,173
국민건강보험남부지사,37274,13090,11867,13044,11867,46,831
국민은행,38148,1980,5004,1978,5004,2,232
국민은행,38149,5030,2074,5024,2074,6,236
국민은행연수중앙지점,38129,6614,4391,6610,4391,4,366
국민은행연수중앙지점,38571,2109,4477,2107,4477,2,219
국제금융단지,89292,8344,6344,8344,6344,,489
국제금융단지,89293,2713,6536,2713,6536,,308
국제성모병원,89030,438,1666,438,1666,,70
국제성모병원,89031,2721,990,2721,990,,123
국제성모병원(종점),89369,2,246,2,246,,8
국제업무단지(공항청사),35026,14794,3731,14750,3731,44,617
국제업무지구역,38528,1978,3764,1978,3764,,191
국제업무지구역5번출구,38619,2812,2330,2811,2330,1,171
국제이노베이션,37573,5,1851,,1851,5,61
국제콘크리트,90050,27,26,27,26,,1
국제콘크리트,90051,29,140,28,140,1,5
국제학교,38457,2629,1202,2629,1202,,127
국제학교,38462,1655,2895,1655,2895,,151
국촌,43251,66,1,60,1,6,2
국촌,43371,1,64,1,64,,2
국화리야영장앞,43353,44,,44,,,1
국화리야영장앞,43843,1,57,1,57,,1
국화맨션,43359,,7,,7,,0
국화맨션,43566,20,21,20,21,,1
국회연수원입구,43920,1,28,1,28,,0
군인아파트,43046,179,34,178,34,1,7
군인아파트,43047,20,170,19,170,1,6
굴다리,37142,7758,104,7758,104,,262
굴다리오거리,40231,17847,8132,17792,8132,55,865
굴다리오거리,40232,14889,21088,14846,21088,43,1199
굴다리입구,37152,7534,3763,7497,3763,37,376
굴포천,40506,2398,2762,2398,2762,,172
굴포천,40509,2911,3832,2904,3832,7,224
굴포천역(롯데마트),40814,41500,23290,41476,23290,24,2159
굴포천역(롯데마트),40815,17875,22578,17871,22578,4,1348
굴포천역(부평농협),40507,6226,8476,6216,8476,10,490
굴포천역(부평농협),40508,9594,5951,9558,5951,36,518
굴포천역(신복사거리),40485,4168,19613,4168,19613,,792
굴포천역(신복사거리),40498,27743,7205,27725,7205,18,1164
굴포천역(욱일아파트),40519,4067,12998,4063,12998,4,568
굴포천역(욱일아파트),40522,8728,2817,8705,2817,23,384
궁골,43346,1,3,1,3,,0
궁골,43572,4,,3,,1,0
궁현사거리,37575,2,874,2,874,,29
궁현사거리,37576,293,4,289,4,4,9
귀뚜라미보일러,42003,6,128,3,128,3,4
귀뚜라미보일러,42004,202,2,202,2,,6
귤현감리교회,41385,2056,5590,2047,5590,9,254
귤현감리교회,41386,3854,2922,3838,2922,16,225
귤현동마을입구,41326,403,107,401,107,2,17
귤현동마을입구,41328,91,600,91,600,,23
귤현아이파크정문,41572,2145,439,2145,439,,86
귤현역,41331,9645,3510,9643,3510,2,438
귤현역,41332,1398,857,1394,857,4,75
귤현차량기지(센트레빌3단지),41443,2360,758,2355,758,5,103
귤현차량기지(센트레빌3단지),41444,983,3303,979,3303,4,142
귤현차량기지(안골공원),41618,1927,2273,1927,2273,,140
귤현차량기지(안골공원),41619,69,556,69,556,,20
귤현현대아이파크,41620,597,1897,597,1897,,83
그린나래지하차도,35648,9,545,8,545,1,18
그린나래지하차도,35649,2067,1056,2067,1056,,104
그린빌라,42222,2105,1237,2068,1237,37,111
그린빌라,42602,1193,2827,1189,2827,4,134
그린힐아파트,40194,279,1501,276,1501,3,59
극동.금호아파트,39272,4618,6773,4590,6773,28,379
극동.금호아파트,39278,5529,5086,5516,5086,13,353
극지연구소,39918,2265,2904,2265,2904,,172
극지연구소,39919,3908,2564,3907,2564,1,215
근대문화거리입구,35369,2126,3766,2110,3766,16,196
근대문화거리입구,35370,2840,1927,2826,1927,14,158
근로복지공단인천병원,40145,9859,13031,9838,13031,21,763
근로복지공단인천병원,40155,20956,9352,20934,9352,22,1010
글로벌캠퍼스푸르지오,39841,2236,8017,2230,8017,6,341
글로벌파크,39975,630,584,630,584,,40
글로벌파크,39976,130,1674,130,1674,,60
글로벌파크베르디움,39840,6839,1583,6839,1583,,280
금강다이아몬드,39007,425,1686,421,1686,4,70
금강다이아몬드,39008,945,444,945,444,,46
금강마을,55066,1773,2435,1764,2435,9,140
금강마을,55068,4998,872,4977,872,21,195
금강요양병원,37291,7574,5305,7554,5305,20,429
금강종합상가,42858,1115,28,1107,28,8,38
금강찜질방,44113,40,24,38,24,2,2
금강찜질방,44149,6,11,4,11,2,0
